unknown	Action	Adventure	Animation	Childrens	Comedy	Crime	Documentary	Drama	Fantasy	Film-Noir	Horror	Musical	Mystery	Romance	Sci-Fi	Thriller	War	Western	movie id	movie title	release date	video release date	IMDb URL
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_149	Jude (1996)	01-Nov-1996	?	http://us.imdb.com/M/title-exact?Jude%20(1996)
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_150	Swingers (1996)	18-Oct-1996	?	http://us.imdb.com/M/title-exact?Swingers%20(1996)
0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_151	Willy Wonka and the Chocolate Factory (1971)	01-Jan-1971	?	http://us.imdb.com/M/title-exact?Willy%20Wonka%20and%20the%20Chocolate%20Factory%20(1971)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_152	Sleeper (1973)	01-Jan-1973	?	http://us.imdb.com/M/title-exact?Sleeper%20(1973)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_153	Fish Called Wanda, A (1988)	01-Jan-1988	?	http://us.imdb.com/M/title-exact?Fish%20Called%20Wanda,%20A%20(1988)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_154	Monty Python's Life of Brian (1979)	01-Jan-1979	?	http://us.imdb.com/M/title-exact?Life%20of%20Brian%20(1979)
0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	movie_155	Dirty Dancing (1987)	01-Jan-1987	?	http://us.imdb.com/M/title-exact?Dirty%20Dancing%20(1987)
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	movie_156	Reservoir Dogs (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Reservoir%20Dogs%20(1992)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	movie_157	Platoon (1986)	01-Jan-1986	?	http://us.imdb.com/M/title-exact?Platoon%20(1986)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_158	Weekend at Bernie's (1989)	01-Jan-1989	?	http://us.imdb.com/M/title-exact?Weekend%20at%20Bernie's%20(1989)
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	movie_159	Basic Instinct (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Basic%20Instinct%20(1992)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_160	Glengarry Glen Ross (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Glengarry%20Glen%20Ross%20(1992)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_161	Top Gun (1986)	01-Jan-1986	?	http://us.imdb.com/M/title-exact?Top%20Gun%20(1986)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_162	On Golden Pond (1981)	01-Jan-1981	?	http://us.imdb.com/M/title-exact?On%20Golden%20Pond%20(1981)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_163	Return of the Pink Panther, The (1974)	01-Jan-1974	?	http://us.imdb.com/M/title-exact?Return%20of%20the%20Pink%20Panther,%20The%20(1974)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	movie_164	Abyss, The (1989)	01-Jan-1989	?	http://us.imdb.com/M/title-exact?Abyss,%20The%20(1989)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_165	Jean de Florette (1986)	01-Jan-1986	?	http://us.imdb.com/M/title-exact?Jean%20de%20Florette%20(1986)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_166	Manon of the Spring (Manon des sources) (1986)	01-Jan-1986	?	http://us.imdb.com/M/title-exact?Manon%20des%20sources%20(1986)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_167	Private Benjamin (1980)	01-Jan-1980	?	http://us.imdb.com/M/title-exact?Private%20Benjamin%20(1980)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_168	Monty Python and the Holy Grail (1974)	01-Jan-1974	?	http://us.imdb.com/M/title-exact?Monty%20Python%20and%20the%20Holy%20Grail%20(1974)
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_169	Wrong Trousers, The (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Wrong%20Trousers,%20The%20(1993)
0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_170	Cinema Paradiso (1988)	01-Jan-1988	?	http://us.imdb.com/M/title-exact?Nuovo%20cinema%20Paradiso%20(1988)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_171	Delicatessen (1991)	01-Jan-1991	?	http://us.imdb.com/M/title-exact?Delicatessen%20(1991)
0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	movie_172	Empire Strikes Back, The (1980)	01-Jan-1980	?	http://us.imdb.com/M/title-exact?Empire%20Strikes%20Back,%20The%20(1980)
0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_173	Princess Bride, The (1987)	01-Jan-1987	?	http://us.imdb.com/M/title-exact?Princess%20Bride,%20The%20(1987)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_174	Raiders of the Lost Ark (1981)	01-Jan-1981	?	http://us.imdb.com/M/title-exact?Raiders%20of%20the%20Lost%20Ark%20(1981)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_175	Brazil (1985)	01-Jan-1985	?	http://us.imdb.com/M/title-exact?Brazil%20(1985)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	movie_176	Aliens (1986)	01-Jan-1986	?	http://us.imdb.com/M/title-exact?Aliens%20(1986)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	movie_177	Good, The Bad and The Ugly, The (1966)	01-Jan-1966	?	http://us.imdb.com/M/title-exact?Buono,%20il%20brutto,%20il%20cattivo,%20Il%20(1966)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_178	12 Angry Men (1957)	01-Jan-1957	?	http://us.imdb.com/M/title-exact?12%20Angry%20Men%20(1957)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_179	Clockwork Orange, A (1971)	01-Jan-1971	?	http://us.imdb.com/M/title-exact?Clockwork%20Orange,%20A%20(1971)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	movie_180	Apocalypse Now (1979)	01-Jan-1979	?	http://us.imdb.com/M/title-exact?Apocalypse%20Now%20(1979)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	movie_181	Return of the Jedi (1983)	14-Mar-1997	?	http://us.imdb.com/M/title-exact?Return%20of%20the%20Jedi%20(1983)
0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	movie_182	GoodFellas (1990)	01-Jan-1990	?	http://us.imdb.com/M/title-exact?GoodFellas%20(1990)
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	movie_183	Alien (1979)	01-Jan-1979	?	http://us.imdb.com/M/title-exact?Alien%20(1979)
0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	movie_184	Army of Darkness (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Army%20of%20Darkness%20(1993)
0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	movie_185	Psycho (1960)	01-Jan-1960	?	http://us.imdb.com/M/title-exact?Psycho%20(1960)
0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	movie_186	Blues Brothers, The (1980)	01-Jan-1980	?	http://us.imdb.com/M/title-exact?Blues%20Brothers,%20The%20(1980)
0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	movie_187	Godfather: Part II, The (1974)	01-Jan-1974	?	http://us.imdb.com/M/title-exact?Godfather:%20Part%20II,%20The%20(1974)
0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	movie_188	Full Metal Jacket (1987)	01-Jan-1987	?	http://us.imdb.com/M/title-exact?Full%20Metal%20Jacket%20(1987)
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_189	Grand Day Out, A (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Grand%20Day%20Out,%20A%20(1992)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	movie_190	Henry V (1989)	01-Jan-1989	?	http://us.imdb.com/M/title-exact?Henry%20V%20(1989)
0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	movie_191	Amadeus (1984)	01-Jan-1984	?	http://us.imdb.com/M/title-exact?Amadeus%20(1984)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_192	Raging Bull (1980)	01-Jan-1980	?	http://us.imdb.com/M/title-exact?Raging%20Bull%20(1980)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_193	Right Stuff, The (1983)	01-Jan-1983	?	http://us.imdb.com/M/title-exact?Right%20Stuff,%20The%20(1983)
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	movie_194	Sting, The (1973)	01-Jan-1973	?	http://us.imdb.com/M/title-exact?Sting,%20The%20(1973)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	movie_195	Terminator, The (1984)	01-Jan-1984	?	http://us.imdb.com/M/title-exact?Terminator,%20The%20(1984)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_196	Dead Poets Society (1989)	01-Jan-1989	?	http://us.imdb.com/M/title-exact?Dead%20Poets%20Society%20(1989)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_197	Graduate, The (1967)	01-Jan-1967	?	http://us.imdb.com/M/title-exact?Graduate,%20The%20(1967)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_198	Nikita (La Femme Nikita) (1990)	01-Jan-1990	?	http://us.imdb.com/M/title-exact?Nikita%20(1990)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	movie_199	Bridge on the River Kwai, The (1957)	01-Jan-1957	?	http://us.imdb.com/M/title-exact?Bridge%20on%20the%20River%20Kwai,%20The%20(1957)
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	movie_200	Shining, The (1980)	01-Jan-1980	?	http://us.imdb.com/M/title-exact?Shining,%20The%20(1980)
0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	movie_201	Evil Dead II (1987)	01-Jan-1987	?	http://us.imdb.com/M/title-exact?Evil%20Dead%20II%20(1987)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_202	Groundhog Day (1993)	01-Jan-1993	?	http://us.imdb.com/M/title-exact?Groundhog%20Day%20(1993)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	movie_203	Unforgiven (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Unforgiven%20(1992)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_204	Back to the Future (1985)	01-Jan-1985	?	http://us.imdb.com/M/title-exact?Back%20to%20the%20Future%20(1985)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	movie_205	Patton (1970)	01-Jan-1970	?	http://us.imdb.com/M/title-exact?Patton%20(1970)
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	movie_206	Akira (1988)	01-Jan-1988	?	http://us.imdb.com/M/title-exact?Akira%20(1988)
0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_207	Cyrano de Bergerac (1990)	01-Jan-1990	?	http://us.imdb.com/M/title-exact?Cyrano%20de%20Bergerac%20(1990)
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	movie_208	Young Frankenstein (1974)	01-Jan-1974	?	http://us.imdb.com/M/title-exact?Young%20Frankenstein%20(1974)
0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	movie_209	This Is Spinal Tap (1984)	01-Jan-1984	?	http://us.imdb.com/M/title-exact?This%20Is%20Spinal%20Tap%20(1984)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_210	Indiana Jones and the Last Crusade (1989)	01-Jan-1989	?	http://us.imdb.com/M/title-exact?Indiana%20Jones%20and%20the%20Last%20Crusade%20(1989)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	movie_211	M*A*S*H (1970)	01-Jan-1970	?	http://us.imdb.com/M/title-exact?MASH%20(1970)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_212	Unbearable Lightness of Being, The (1988)	01-Jan-1988	?	http://us.imdb.com/M/title-exact?Unbearable%20Lightness%20of%20Being,%20The%20(1988)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_213	Room with a View, A (1986)	01-Jan-1986	?	http://us.imdb.com/M/title-exact?Room%20with%20a%20View,%20A%20(1986)
0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	movie_214	Pink Floyd - The Wall (1982)	01-Jan-1982	?	http://us.imdb.com/M/title-exact?Pink%20Floyd%20-%20The%20Wall%20(1982)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_215	Field of Dreams (1989)	01-Jan-1989	?	http://us.imdb.com/M/title-exact?Field%20of%20Dreams%20(1989)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_216	When Harry Met Sally... (1989)	01-Jan-1989	?	http://us.imdb.com/M/title-exact?When%20Harry%20Met%20Sally...%20(1989)
0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	movie_217	Bram Stoker's Dracula (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Bram%20Stoker's%20Dracula%20(1992)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_218	Cape Fear (1991)	01-Jan-1991	?	http://us.imdb.com/M/title-exact?Cape%20Fear%20(1991)
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	movie_219	Nightmare on Elm Street, A (1984)	01-Jan-1984	?	http://us.imdb.com/M/title-exact?Nightmare%20on%20Elm%20Street,%20A%20(1984)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_220	Mirror Has Two Faces, The (1996)	15-Nov-1996	?	http://us.imdb.com/M/title-exact?Mirror%20Has%20Two%20Faces,%20The%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_221	Breaking the Waves (1996)	15-Nov-1996	?	http://us.imdb.com/M/title-exact?Breaking%20the%20Waves%20(1996)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_222	Star Trek: First Contact (1996)	22-Nov-1996	?	http://us.imdb.com/M/title-exact?Star%20Trek:%20First%20Contact%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	movie_223	Sling Blade (1996)	22-Nov-1996	?	http://us.imdb.com/M/title-exact?Sling%20Blade%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_224	Ridicule (1996)	27-Nov-1996	?	http://us.imdb.com/M/title-exact?Ridicule%20(1996)
0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_225	101 Dalmatians (1996)	27-Nov-1996	?	http://us.imdb.com/M/title-exact?101%20Dalmatians%20(1996)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_226	Die Hard 2 (1990)	01-Jan-1990	?	http://us.imdb.com/M/title-exact?Die%20Hard%202%20(1990)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_227	Star Trek VI: The Undiscovered Country (1991)	01-Jan-1991	?	http://us.imdb.com/M/title-exact?Star%20Trek%20VI:%20The%20Undiscovered%20Country%20(1991)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_228	Star Trek: The Wrath of Khan (1982)	01-Jan-1982	?	http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Wrath%20of%20Khan%20(1982)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_229	Star Trek III: The Search for Spock (1984)	01-Jan-1984	?	http://us.imdb.com/M/title-exact?Star%20Trek%20III:%20The%20Search%20for%20Spock%20(1984)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_230	Star Trek IV: The Voyage Home (1986)	01-Jan-1986	?	http://us.imdb.com/M/title-exact?Star%20Trek%20IV:%20The%20Voyage%20Home%20(1986)
0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	movie_231	Batman Returns (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Batman%20Returns%20(1992)
0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	movie_232	Young Guns (1988)	01-Jan-1988	?	http://us.imdb.com/M/title-exact?Young%20Guns%20(1988)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_233	Under Siege (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Under%20Siege%20(1992)
0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	movie_234	Jaws (1975)	01-Jan-1975	?	http://us.imdb.com/M/title-exact?Jaws%20(1975)
0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	movie_235	Mars Attacks! (1996)	13-Dec-1996	?	http://us.imdb.com/M/title-exact?Mars%20Attacks!%20(1996)
0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_236	Citizen Ruth (1996)	13-Dec-1996	?	http://us.imdb.com/M/title-exact?Citizen%20Ruth%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_237	Jerry Maguire (1996)	13-Dec-1996	?	http://us.imdb.com/M/title-exact?Jerry%20Maguire%20(1996)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_238	Raising Arizona (1987)	01-Jan-1987	?	http://us.imdb.com/M/title-exact?Raising%20Arizona%20(1987)
0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	movie_239	Sneakers (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Sneakers%20(1992)
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_240	Beavis and Butt-head Do America (1996)	20-Dec-1996	?	http://us.imdb.com/M/title-exact?Beavis%20and%20Butt-head%20Do%20America%20(1996)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	movie_241	Last of the Mohicans, The (1992)	01-Jan-1992	?	http://us.imdb.com/M/title-exact?Last%20of%20the%20Mohicans,%20The%20(1992)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_242	Kolya (1996)	24-Jan-1997	?	http://us.imdb.com/M/title-exact?Kolya%20(1996)
0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_243	Jungle2Jungle (1997)	07-Mar-1997	?	http://us.imdb.com/M/title-exact?Jungle2Jungle%20(1997)
0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	movie_244	Smilla's Sense of Snow (1997)	14-Mar-1997	?	http://us.imdb.com/M/title-exact?Smilla%27s%20Sense%20of%20Snow%20(1997)
0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	movie_245	Devil's Own, The (1997)	26-Mar-1997	?	http://us.imdb.com/M/title-exact?Devil%27s%20Own%2C%20The%20(1997)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_246	Chasing Amy (1997)	01-Jan-1997	?	http://us.imdb.com/M/title-exact?Chasing+Amy+(1997)
0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	movie_248	Grosse Pointe Blank (1997)	11-Apr-1997	?	http://us.imdb.com/M/title-exact?Grosse%20Pointe%20Blank%20%281997%29
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_249	Austin Powers: International Man of Mystery (1997)	02-May-1997	?	http://us.imdb.com/M/title-exact?Austin%20Powers%3A%20International%20Man%20of%20Mystery%20%281997%29
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_250	Fifth Element, The (1997)	09-May-1997	?	http://us.imdb.com/M/title-exact?Fifth%20Element%2C%20The%20%281997%29
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_251	Shall We Dance? (1996)	11-Jul-1997	?	http://us.imdb.com/M/title-exact?Shall%20we%20DANSU%3F%20%281996%29
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	movie_252	Lost World: Jurassic Park, The (1997)	23-May-1997	?	http://us.imdb.com/M/title-exact?Lost%20World%3A%20Jurassic%20Park%2C%20The%20%281997%29
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_253	Pillow Book, The (1995)	13-Jun-1997	?	http://us.imdb.com/M/title-exact?Pillow%20Book%2C%20The%20%281995%29
0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	movie_254	Batman & Robin (1997)	20-Jun-1997	?	http://us.imdb.com/M/title-exact?Batman+%26+Robin+(1997)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_255	My Best Friend's Wedding (1997)	20-Jun-1997	?	http://us.imdb.com/M/title-exact?My+Best+Friend%27s+Wedding+(1997)
0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	movie_257	Men in Black (1997)	04-Jul-1997	?	http://us.imdb.com/M/title-exact?Men+in+Black+(1997)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	movie_258	Contact (1997)	11-Jul-1997	?	http://us.imdb.com/Title?Contact+(1997/I)
0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_259	George of the Jungle (1997)	01-Jan-1997	?	http://us.imdb.com/M/title-exact?George+of+the+Jungle+(1997)
0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	movie_260	Event Horizon (1997)	01-Jan-1997	?	http://us.imdb.com/M/title-exact?Event+Horizon+(1997)
0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_261	Air Bud (1997)	01-Aug-1997	?	http://us.imdb.com/M/title-exact?Air+Bud+(1997)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_262	In the Company of Men (1997)	01-Aug-1997	?	http://us.imdb.com/M/title-exact?In+the+Company+of+Men+(1997)
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	movie_264	Mimic (1997)	22-Aug-1997	?	http://us.imdb.com/M/title-exact?Mimic+(1997)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_265	Hunt for Red October, The (1990)	01-Jan-1990	?	http://us.imdb.com/M/title-exact?Hunt+for+Red+October%2C+The+(1990)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_266	Kull the Conqueror (1997)	29-Aug-1997	?	http://us.imdb.com/M/title-exact?Kull+the+Conqueror+(1997)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_268	Chasing Amy (1997)	01-Jan-1997	?	http://us.imdb.com/M/title-exact?Chasing+Amy+(1997)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	movie_269	Full Monty, The (1997)	01-Jan-1997	?	http://us.imdb.com/M/title-exact?Full+Monty%2C+The+(1997)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	movie_270	Gattaca (1997)	01-Jan-1997	?	http://us.imdb.com/M/title-exact?Gattaca+(1997)
0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	movie_271	Starship Troopers (1997)	01-Jan-1997	?	http://us.imdb.com/M/title-exact?Starship+Troopers+(1997)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_272	Good Will Hunting (1997)	01-Jan-1997	?	http://us.imdb.com/M/title-exact?imdb-title-119217
0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	movie_273	Heat (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Heat%20(1995)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_274	Sabrina (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Sabrina%20(1995)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_275	Sense and Sensibility (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Sense%20and%20Sensibility%20(1995)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_276	Leaving Las Vegas (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Leaving%20Las%20Vegas%20(1995)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_277	Restoration (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Restoration%20(1995)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_278	Bed of Roses (1996)	01-Jan-1996	?	http://us.imdb.com/M/title-exact?Bed%20of%20Roses%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_279	Once Upon a Time... When We Were Colored (1995)	01-Jan-1995	?	http://us.imdb.com/M/title-exact?Once%20Upon%20a%20Time... When%20We%20Were%20Colored%20(1995)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_280	Up Close and Personal (1996)	01-Mar-1996	?	http://us.imdb.com/M/title-exact?Up%20Close%20and%20Personal%20(1996)
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	movie_281	River Wild, The (1994)	01-Jan-1994	?	http://us.imdb.com/M/title-exact?River%20Wild,%20The%20(1994)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_282	Time to Kill, A (1996)	13-Jul-1996	?	http://us.imdb.com/M/title-exact?Time%20to%20Kill,%20A%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	movie_283	Emma (1996)	02-Aug-1996	?	http://us.imdb.com/M/title-exact?Emma%20(1996)
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	movie_284	Tin Cup (1996)	16-Aug-1996	?	http://us.imdb.com/M/title-exact?Tin%20Cup%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_285	Secrets & Lies (1996)	04-Oct-1996	?	http://us.imdb.com/M/title-exact?Secrets%20&%20Lies%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	movie_286	English Patient, The (1996)	15-Nov-1996	?	http://us.imdb.com/M/title-exact?English%20Patient,%20The%20(1996)
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	movie_287	Marvin's Room (1996)	18-Dec-1996	?	http://us.imdb.com/M/title-exact?Marvin's%20Room%20(1996)
